"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"svchost","0","378","2203408187392","6045696","3010560","22328",,,,,,,,,,"Process",,,"8",,,,,"4372",".",,,,"22328","22328","3010560","3010560","105552","105552","3932160","3932160","12644352","12644352","2203429257216","111034368",,,"3010560","3010560",,"0",,"System.Diagnostics.ProcessThreadCollection","378","2203408187392","89964544","False",,,,"6045696","6045696",,,,,,"svchost","0","","True",,
"svchost","0","216","2203423944704","3121152","2277376","11512",,,,,,,,,,"Process",,,"8",,,,,"4588",".",,,,"11512","11512","2277376","2277376","101880","101880","3678208","3678208","9867264","9867264","2203431170048","112947200",,,"2277376","2277376",,"0",,"System.Diagnostics.ProcessThreadCollection","216","2203423944704","105721856","False",,,,"3121152","3121152",,,,,,"svchost","0","","True",,
"svchost","0","136","2203389009920","1417216","1433600","8056",,,,,,,,,,"Process",,,"8",,,,,"4636",".",,,,"8056","8056","1433600","1433600","62320","62320","1540096","1540096","6610944","6610944","2203393208320","74985472",,,"1433600","1433600",,"0",,"System.Diagnostics.ProcessThreadCollection","136","2203389009920","70787072","False",,,,"1417216","1417216",,,,,,"svchost","0","","True",,
"svchost","0","474","2203472994304","14508032","12017664","19664",,,,,,,,,,"Process",,,"8",,,,,"4660",".",,,,"19664","19664","12017664","12017664","123816","123816","17481728","17481728","25305088","25305088","2203502448640","184225792",,,"12017664","12017664",,"0",,"System.Diagnostics.ProcessThreadCollection","474","2203472994304","154771456","False",,,,"14508032","14508032",,,,,,"svchost","0","","True",,
"svchost","0","213","2203411079168","4132864","2646016","13192",,,,,,,,,,"Process",,,"8",,,,,"4676",".",,,,"13192","13192","2646016","2646016","92368","92368","2748416","2748416","10477568","10477568","2203415277568","97054720",,,"2646016","2646016",,"0",,"System.Diagnostics.ProcessThreadCollection","213","2203411079168","92856320","False",,,,"4132864","4132864",,,,,,"svchost","0","","True",,
"svchost","0","450","2203443118080","14606336","6737920","21616",,,,,,,,,,"Process",,,"8",,,,,"4692",".",,,,"21616","21616","6737920","6737920","207136","207136","7954432","7954432","21131264","21131264","2203477536768","159313920",,,"6737920","6737920",,"0",,"System.Diagnostics.ProcessThreadCollection","450","2203443118080","124895232","False",,,,"14606336","14606336",,,,,,"svchost","0","","True",,
"svchost","15","592","2203521593344","19927040","9093120","23752",,,,,,,,,,"Process",,,"8",,,,,"5040",".",,,,"23752","23752","9093120","9093120","350328","350328","10678272","10678272","39481344","39481344","2203540115456","221892608",,,"9093120","9093120",,"15",,"System.Diagnostics.ProcessThreadCollection","592","2203521593344","203370496","False",,,,"19927040","19927040",,,,,,"svchost","0","","True",,
"svchost","0","237","2203424071680","13737984","2957312","12872",,,,,,,,,,"Process",,,"8",,,,,"5628",".",,,,"12872","12872","2957312","2957312","127568","127568","3575808","3575808","14016512","14016512","2203433533440","115310592",,,"2957312","2957312",,"0",,"System.Diagnostics.ProcessThreadCollection","237","2203424071680","105848832","False",,,,"13737984","13737984",,,,,,"svchost","0","","True",,
"svchost","14","508","2203514089472","25821184","34291712","21848","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k UnistackSvcGroup -s CDPUserSvc",,"Microsoft Corporation","26.421875","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","Windows サービスのホスト プロセス","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2976","8",,"False","2025/02/28 17:07:06",,"5720",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21848","21848","34291712","34291712","225224","225224","37052416","37052416","45813760","45813760","2203521642496","203419648","True","Normal","34291712","34291712","15","14",,"System.Diagnostics.ProcessThreadCollection","508","2203514089472","195866624","False",,,,"25821184","25821184",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:12.1093750","00:00:26.4218750","00:00:14.3125000","svchost","0","","True",,
"svchost","0","184","2203409039360","1974272","2691072","11552",,,,,,,,,,"Process",,,"8",,,,,"5904",".",,,,"11552","11552","2691072","2691072","98384","98384","3833856","3833856","14569472","14569472","2203432984576","114761728",,,"2691072","2691072",,"0",,"System.Diagnostics.ProcessThreadCollection","184","2203409039360","90816512","False",,,,"1974272","1974272",,,,,,"svchost","0","","True",,
"svchost","0","338","2203460890624","15405056","7262208","15768",,,,,,,,,,"Process",,,"8",,,,,"6576",".",,,,"15768","15768","7262208","7262208","160328","160328","8474624","8474624","25272320","25272320","2203496816640","178593792",,,"7262208","7262208",,"0",,"System.Diagnostics.ProcessThreadCollection","338","2203460890624","142667776","False",,,,"15405056","15405056",,,,,,"svchost","0","","True",,
"svchost","0","347","2203421970432","3063808","3866624","16280",,,,,,,,,,"Process",,,"8",,,,,"6812",".",,,,"16280","16280","3866624","3866624","134968","134968","4694016","4694016","17788928","17788928","2203444539392","126316544",,,"3866624","3866624",,"0",,"System.Diagnostics.ProcessThreadCollection","347","2203421970432","103747584","False",,,,"3063808","3063808",,,,,,"svchost","0","","True",,
"svchost","0","487","2203462414336","16068608","6692864","27728",,,,,,,,,,"Process",,,"8",,,,,"7188",".",,,,"27728","27728","6692864","6692864","191968","191968","8134656","8134656","21893120","21893120","2203497455616","179232768",,,"6692864","6692864",,"0",,"System.Diagnostics.ProcessThreadCollection","487","2203462414336","144191488","False",,,,"16068608","16068608",,,,,,"svchost","0","","True",,
"svchost","0","296","2203399151616","4788224","2781184","11856",,,,,,,,,,"Process",,,"8",,,,,"7196",".",,,,"11856","11856","2781184","2781184","90040","90040","3751936","3751936","9752576","9752576","2203405197312","86974464",,,"2781184","2781184",,"0",,"System.Diagnostics.ProcessThreadCollection","296","2203399151616","80928768","False",,,,"4788224","4788224",,,,,,"svchost","0","","True",,
"svchost","0","409","2203435274240","10670080","3407872","14384",,,,,,,,,,"Process",,,"8",,,,,"7336",".",,,,"14384","14384","3407872","3407872","132776","132776","4296704","4296704","13856768","13856768","2203946283008","628060160",,,"3407872","3407872",,"0",,"System.Diagnostics.ProcessThreadCollection","409","2203435274240","117051392","False",,,,"10670080","10670080",,,,,,"svchost","0","","True",,
"svchost","0","183","2203403919360","6078464","2498560","12448",,,,,,,,,,"Process",,,"8",,,,,"7344",".",,,,"12448","12448","2498560","2498560","96320","96320","2899968","2899968","11079680","11079680","2203419648000","101425152",,,"2498560","2498560",,"0",,"System.Diagnostics.ProcessThreadCollection","183","2203403919360","85696512","False",,,,"6078464","6078464",,,,,,"svchost","0","","True",,
"svchost","0","1559","2203590295552","16203776","18788352","37080",,,,,,,,,,"Process",,,"8",,,,,"7484",".",,,,"37080","37080","18788352","18788352","243856","243856","21356544","21356544","39825408","39825408","2203597459456","279236608",,,"18788352","18788352",,"0",,"System.Diagnostics.ProcessThreadCollection","1559","2203590295552","272072704","False",,,,"16203776","16203776",,,,,,"svchost","0","","True",,
"svchost","0","211","2203424542720","5758976","2662400","13464",,,,,,,,,,"Process",,,"8",,,,,"7556",".",,,,"13464","13464","2662400","2662400","120544","120544","3088384","3088384","13021184","13021184","2203430629376","112406528",,,"2662400","2662400",,"0",,"System.Diagnostics.ProcessThreadCollection","211","2203424542720","106319872","False",,,,"5758976","5758976",,,,,,"svchost","0","","True",,
"svchost","15","143","2203411673088","8183808","1871872","8560",,,,,,,,,,"Process",,,"8",,,,,"7672",".",,,,"8560","8560","1871872","1871872","112200","112200","2293760","2293760","8765440","8765440","2203419537408","101314560",,,"1871872","1871872",,"15",,"System.Diagnostics.ProcessThreadCollection","143","2203411673088","93450240","False",,,,"8183808","8183808",,,,,,"svchost","0","","True",,
"svchost","0","165","2203393269760","3612672","1835008","10752",,,,,,,,,,"Process",,,"8",,,,,"7856",".",,,,"10752","10752","1835008","1835008","65104","65104","4304896","4304896","10829824","10829824","2203400609792","82386944",,,"1835008","1835008",,"0",,"System.Diagnostics.ProcessThreadCollection","165","2203393269760","75046912","False",,,,"3612672","3612672",,,,,,"svchost","0","","True",,
"svchost","0","301","2203440054272","4751360","4259840","16944",,,,,,,,,,"Process",,,"8",,,,,"8048",".",,,,"16944","16944","4259840","4259840","170928","170928","5943296","5943296","21200896","21200896","2203449491456","131268608",,,"4259840","4259840",,"0",,"System.Diagnostics.ProcessThreadCollection","301","2203440054272","121831424","False",,,,"4751360","4751360",,,,,,"svchost","0","","True",,
"svchost","0","137","2203392933888","1859584","1642496","9512",,,,,,,,,,"Process",,,"8",,,,,"8444",".",,,,"9512","9512","1642496","1642496","74224","74224","1929216","1929216","8175616","8175616","2203403423744","85200896",,,"1642496","1642496",,"0",,"System.Diagnostics.ProcessThreadCollection","137","2203392933888","74711040","False",,,,"1859584","1859584",,,,,,"svchost","0","","True",,
"svchost","0","1298","2203534876672","29540352","33079296","21616",,,,,,,,,,"Process",,,"8",,,,,"8536",".",,,,"21616","21616","33079296","33079296","204592","204592","54468608","54468608","69361664","69361664","2204023349248","705126400",,,"33079296","33079296",,"0",,"System.Diagnostics.ProcessThreadCollection","1298","2203534876672","216653824","False",,,,"29540352","29540352",,,,,,"svchost","0","","True",,
"svchost","0","274","2203405697024","4165632","3108864","16648",,,,,,,,,,"Process",,,"8",,,,,"8592",".",,,,"16648","16648","3108864","3108864","98928","98928","4538368","4538368","11419648","11419648","2203427717120","109494272",,,"3108864","3108864",,"0",,"System.Diagnostics.ProcessThreadCollection","274","2203405697024","87474176","False",,,,"4165632","4165632",,,,,,"svchost","0","","True",,
"svchost","0","515","2203445690368","14209024","7938048","19888",,,,,,,,,,"Process",,,"8",,,,,"9364",".",,,,"19888","19888","7938048","7938048","175632","175632","8855552","8855552","23470080","23470080","2203469967360","151744512",,,"7938048","7938048",,"0",,"System.Diagnostics.ProcessThreadCollection","515","2203445690368","127467520","False",,,,"14209024","14209024",,,,,,"svchost","0","","True",,
"svchost","0","282","2203412996096","4833280","3158016","22456",,,,,,,,,,"Process",,,"8",,,,,"9464",".",,,,"22456","22456","3158016","3158016","101112","101112","4222976","4222976","10121216","10121216","2203438161920","119939072",,,"3158016","3158016",,"0",,"System.Diagnostics.ProcessThreadCollection","282","2203412996096","94773248","False",,,,"4833280","4833280",,,,,,"svchost","0","","True",,
"svchost","15","224","2203453603840","14954496","2973696","12096",,,,,,,,,,"Process",,,"8",,,,,"9548",".",,,,"12096","12096","2973696","2973696","181120","181120","3342336","3342336","16080896","16080896","2203459825664","141602816",,,"2973696","2973696",,"15",,"System.Diagnostics.ProcessThreadCollection","224","2203453603840","135380992","False",,,,"14954496","14954496",,,,,,"svchost","0","","True",,
"svchost","0","489","2203421020160","5316608","3899392","24912",,,,,,,,,,"Process",,,"8",,,,,"9596",".",,,,"24912","24912","3899392","3899392","128672","128672","4472832","4472832","14614528","14614528","2203427328000","109105152",,,"3899392","3899392",,"0",,"System.Diagnostics.ProcessThreadCollection","489","2203421020160","102797312","False",,,,"5316608","5316608",,,,,,"svchost","0","","True",,
"svchost","0","1293","2203543126016","13328384","11378688","33280",,,,,,,,,,"Process",,,"8",,,,,"10496",".",,,,"33280","33280","11378688","11378688","171648","171648","12746752","12746752","24215552","24215552","2203566006272","247783424",,,"11378688","11378688",,"0",,"System.Diagnostics.ProcessThreadCollection","1293","2203543126016","224903168","False",,,,"13328384","13328384",,,,,,"svchost","0","","True",,
"svchost","14","300","2203462262784","18272256","3633152","14544","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k LocalService -p -s NPSMSvc",,"Microsoft Corporation","3.71875","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","Windows サービスのホスト プロセス","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3340","8",,"False","2025/02/28 17:07:16",,"10824",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14544","14544","3633152","3633152","211680","211680","4403200","4403200","19152896","19152896","2203474497536","156274688","True","Normal","3633152","3633152","15","14",,"System.Diagnostics.ProcessThreadCollection","300","2203462262784","144039936","False",,,,"18272256","18272256",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.5312500","00:00:03.7187500","00:00:02.1875000","svchost","0","","True",,
"svchost","14","151","2203419803648","9412608","2072576","9104","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k DevicesFlow -s DevicesFlowUserSvc",,"Microsoft Corporation","0.03125","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","Windows サービスのホスト プロセス","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4088","8",,"False","2025/02/28 17:16:36",,"11004",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9104","9104","2072576","2072576","125712","125712","2383872","2383872","10174464","10174464","2203426095104","107872256","True","Normal","2072576","2072576","15","14",,"System.Diagnostics.ProcessThreadCollection","151","2203419803648","101580800","False",,,,"9412608","9412608",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0156250","00:00:00.0312500","00:00:00.0156250","svchost","0","","True",,
"svchost","14","144","2203411673088","8241152","1867776","8560","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k UdkSvcGroup -s UdkUserSvc",,"Microsoft Corporation","0.21875","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","Windows サービスのホスト プロセス","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4316","8",,"False","2025/02/28 17:07:10",,"11292",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8560","8560","1867776","1867776","112200","112200","2256896","2256896","8814592","8814592","2203418488832","100265984","True","Normal","1867776","1867776","15","14",,"System.Diagnostics.ProcessThreadCollection","144","2203411673088","93450240","False",,,,"8241152","8241152",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1250000","00:00:00.2187500","00:00:00.0937500","svchost","0","","True",,
"svchost","0","123","2203390107648","2953216","1323008","8136",,,,,,,,,,"Process",,,"8",,,,,"12448",".",,,,"8136","8136","1323008","1323008","60656","60656","1662976","1662976","6406144","6406144","2203394301952","76079104",,,"1323008","1323008",,"0",,"System.Diagnostics.ProcessThreadCollection","123","2203390107648","71884800","False",,,,"2953216","2953216",,,,,,"svchost","0","","True",,
"svchost","0","160","2203397718016","4292608","2191360","10616",,,,,,,,,,"Process",,,"8",,,,,"12920",".",,,,"10616","10616","2191360","2191360","84368","84368","2564096","2564096","9564160","9564160","2203409825792","91602944",,,"2191360","2191360",,"0",,"System.Diagnostics.ProcessThreadCollection","160","2203397718016","79495168","False",,,,"4292608","4292608",,,,,,"svchost","0","","True",,
"svchost","0","246","2203490664448","8208384","4857856","18624",,,,,,,,,,"Process",,,"8",,,,,"14776",".",,,,"18624","18624","4857856","4857856","141136","141136","81907712","81907712","93884416","93884416","2203517927424","199704576",,,"4857856","4857856",,"0",,"System.Diagnostics.ProcessThreadCollection","246","2203490664448","172441600","False",,,,"8208384","8208384",,,,,,"svchost","0","","True",,
"svchost","0","286","2203454738432","7856128","4407296","17576",,,,,,,,,,"Process",,,"8",,,,,"14824",".",,,,"17576","17576","4407296","4407296","149080","149080","7024640","7024640","29044736","29044736","2203477807104","159584256",,,"4407296","4407296",,"0",,"System.Diagnostics.ProcessThreadCollection","286","2203454738432","136515584","False",,,,"7856128","7856128",,,,,,"svchost","0","","True",,
"svchost","0","208","2203396526080","3178496","1912832","12840",,,,,,,,,,"Process",,,"8",,,,,"14936",".",,,,"12840","12840","1912832","1912832","82768","82768","2105344","2105344","8048640","8048640","2203400196096","81973248",,,"1912832","1912832",,"0",,"System.Diagnostics.ProcessThreadCollection","208","2203396526080","78303232","False",,,,"3178496","3178496",,,,,,"svchost","0","","True",,
"svchost","0","263","2203432316928","6889472","3801088","14856",,,,,,,,,,"Process",,,"8",,,,,"14980",".",,,,"14856","14856","3801088","3801088","106224","106224","5115904","5115904","18493440","18493440","2203445751808","127528960",,,"3801088","3801088",,"0",,"System.Diagnostics.ProcessThreadCollection","263","2203432316928","114094080","False",,,,"6889472","6889472",,,,,,"svchost","0","","True",,
"svchost","0","181","2203414126592","12062720","3919872","12640",,,,,,,,,,"Process",,,"8",,,,,"15316",".",,,,"12640","12640","3919872","3919872","85952","85952","3919872","3919872","12062720","12062720","2203414126592","95903744",,,"3919872","3919872",,"0",,"System.Diagnostics.ProcessThreadCollection","181","2203414126592","95903744","False",,,,"12062720","12062720",,,,,,"svchost","0","","True",,
"svchost","15","422","2203598585856","12042240","5730304","26008",,,,,,,,,,"Process",,,"8",,,,,"15952",".",,,,"26008","26008","5730304","5730304","214680","214680","7274496","7274496","23851008","23851008","2203608879104","290656256",,,"5730304","5730304",,"15",,"System.Diagnostics.ProcessThreadCollection","422","2203598585856","280363008","False",,,,"12042240","12042240",,,,,,"svchost","0","","True",,
"svchost","0","185","2203411894272","10424320","2408448","11960",,,,,,,,,,"Process",,,"8",,,,,"16424",".",,,,"11960","11960","2408448","2408448","108504","108504","2785280","2785280","11370496","11370496","2203423428608","105205760",,,"2408448","2408448",,"0",,"System.Diagnostics.ProcessThreadCollection","185","2203411894272","93671424","False",,,,"10424320","10424320",,,,,,"svchost","0","","True",,
"svchost","0","1118","2203890405376","5783552","27254784","82712",,,,,,,,,,"Process",,,"8",,,,,"16468",".",,,,"82712","82712","27254784","27254784","196464","196464","27598848","27598848","26877952","26877952","2203898793984","580571136",,,"27254784","27254784",,"0",,"System.Diagnostics.ProcessThreadCollection","1118","2203890405376","572182528","False",,,,"5783552","5783552",,,,,,"svchost","0","","True",,
"svchost","0","159","2203396300800","1400832","1744896","43168",,,,,,,,,,"Process",,,"8",,,,,"17240",".",,,,"43168","43168","1744896","1744896","81392","81392","2150400","2150400","8355840","8355840","2203405742080","87519232",,,"1744896","1744896",,"0",,"System.Diagnostics.ProcessThreadCollection","159","2203396300800","78077952","False",,,,"1400832","1400832",,,,,,"svchost","0","","True",,
"svchost","0","203","2203555315712","2478080","6737920","16176",,,,,,,,,,"Process",,,"8",,,,,"17296",".",,,,"16176","16176","6737920","6737920","104696","104696","7004160","7004160","12070912","12070912","2203564752896","246530048",,,"6737920","6737920",,"0",,"System.Diagnostics.ProcessThreadCollection","203","2203555315712","237092864","False",,,,"2478080","2478080",,,,,,"svchost","0","","True",,
"svchost","0","976","2203477704704","6422528","7438336","26216",,,,,,,,,,"Process",,,"8",,,,,"17888",".",,,,"26216","26216","7438336","7438336","179832","179832","12324864","12324864","30371840","30371840","2203485044736","166821888",,,"7438336","7438336",,"0",,"System.Diagnostics.ProcessThreadCollection","976","2203477704704","159481856","False",,,,"6422528","6422528",,,,,,"svchost","0","","True",,
"svchost","0","274","2203466776576","12029952","52105216","17056",,,,,,,,,,"Process",,,"8",,,,,"19120",".",,,,"17056","17056","52105216","52105216","108608","108608","52600832","52600832","19251200","19251200","2203472019456","153796608",,,"52105216","52105216",,"0",,"System.Diagnostics.ProcessThreadCollection","274","2203466776576","148553728","False",,,,"12029952","12029952",,,,,,"svchost","0","","True",,
"svchost","15","150","2203412537344","8957952","2048000","9976",,,,,,,,,,"Process",,,"8",,,,,"19844",".",,,,"9976","9976","2048000","2048000","115008","115008","2408448","2408448","9904128","9904128","2203419590656","101367808",,,"2048000","2048000",,"15",,"System.Diagnostics.ProcessThreadCollection","150","2203412537344","94314496","False",,,,"8957952","8957952",,,,,,"svchost","0","","True",,
"svchost","14","646","2203527213056","21663744","9949184","24024","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k UnistackSvcGroup -s WpnUserService",,"Microsoft Corporation","19.40625","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","Windows サービスのホスト プロセス","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4388","8",,"False","2025/02/28 17:07:06",,"20604",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24024","24024","9949184","9949184","361048","361048","11317248","11317248","40734720","40734720","2203543584768","225361920","True","Normal","9949184","9949184","15","14",,"System.Diagnostics.ProcessThreadCollection","646","2203527213056","208990208","False",,,,"21663744","21663744",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:03.9375000","00:00:19.4062500","00:00:15.4687500","svchost","0","","True",,
"svchost","0","172","2203398610944","3575808","1970176","10728",,,,,,,,,,"Process",,,"8",,,,,"20820",".",,,,"10728","10728","1970176","1970176","74240","74240","2273280","2273280","9302016","9302016","2203408048128","89825280",,,"1970176","1970176",,"0",,"System.Diagnostics.ProcessThreadCollection","172","2203398610944","80388096","False",,,,"3575808","3575808",,,,,,"svchost","0","","True",,
"svchost","14","147","2203416047616","9097216","2031616","9376","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s webthreatdefusersvc",,"Microsoft Corporation","0.109375","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","Windows サービスのホスト プロセス","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4708","8",,"False","2025/02/28 17:07:06",,"21940",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9376","9376","2031616","2031616","119224","119224","2400256","2400256","9867264","9867264","2203422355456","104132608","True","Normal","2031616","2031616","15","14",,"System.Diagnostics.ProcessThreadCollection","147","2203416047616","97824768","False",,,,"9097216","9097216",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0468750","00:00:00.1093750","00:00:00.0625000","svchost","0","","True",,
"svchost","15","284","2203459821568","17571840","3321856","14272",,,,,,,,,,"Process",,,"8",,,,,"23980",".",,,,"14272","14272","3321856","3321856","208064","208064","4849664","4849664","19058688","19058688","2203481317376","163094528",,,"3321856","3321856",,"15",,"System.Diagnostics.ProcessThreadCollection","284","2203459821568","141598720","False",,,,"17571840","17571840",,,,,,"svchost","0","","True",,
"svchost","0","179","2203419975680","8015872","1966080","10248",,,,,,,,,,"Process",,,"8",,,,,"25936",".",,,,"10248","10248","1966080","1966080","112960","112960","2228224","2228224","8933376","8933376","2203425218560","106995712",,,"1966080","1966080",,"0",,"System.Diagnostics.ProcessThreadCollection","179","2203419975680","101752832","False",,,,"8015872","8015872",,,,,,"svchost","0","","True",,
"svchost","0","333","2203418423296","3874816","3600384","15264",,,,,,,,,,"Process",,,"8",,,,,"26540",".",,,,"15264","15264","3600384","3600384","111544","111544","3928064","3928064","14176256","14176256","2203439075328","120852480",,,"3600384","3600384",,"0",,"System.Diagnostics.ProcessThreadCollection","333","2203418423296","100200448","False",,,,"3874816","3874816",,,,,,"svchost","0","","True",,
"svchost","14","435","2203611267072","13897728","5472256","25872","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k UnistackSvcGroup",,"Microsoft Corporation","2.53125","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","Windows サービスのホスト プロセス","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4568","8",,"False","2025/02/28 17:09:01",,"27420",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25872","25872","5472256","5472256","206840","206840","8683520","8683520","23560192","23560192","2203621167104","302944256","True","Normal","5472256","5472256","15","14",,"System.Diagnostics.ProcessThreadCollection","435","2203611267072","293044224","False",,,,"13897728","13897728",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.8750000","00:00:02.5312500","00:00:01.6562500","svchost","0","","True",,
"svchost","14","510","2203562782720","28450816","24559616","22568","C:\Windows\system32\svchost.exe","C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc",,"Microsoft Corporation","1.53125","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","Windows サービスのホスト プロセス","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4632","8",,"False","2025/02/28 17:07:08",,"28264",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22568","22568","24559616","24559616","284048","284048","37826560","37826560","53383168","53383168","2203575255040","257032192","True","Normal","24559616","24559616","15","14",,"System.Diagnostics.ProcessThreadCollection","510","2203562782720","244559872","False",,,,"28450816","28450816",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.8437500","00:00:01.5312500","00:00:00.6875000","svchost","0","","True",,
"svchost","15","150","2203416047616","9064448","2072576","9376",,,,,,,,,,"Process",,,"8",,,,,"29588",".",,,,"9376","9376","2072576","2072576","119336","119336","2420736","2420736","9875456","9875456","2203422347264","104124416",,,"2072576","2072576",,"15",,"System.Diagnostics.ProcessThreadCollection","150","2203416047616","97824768","False",,,,"9064448","9064448",,,,,,"svchost","0","","True",,
"svchost","15","149","2203419508736","9584640","1679360","8968",,,,,,,,,,"Process",,,"8",,,,,"31036",".",,,,"8968","8968","1679360","1679360","125136","125136","1949696","1949696","10010624","10010624","2203424645120","106422272",,,"1679360","1679360",,"15",,"System.Diagnostics.ProcessThreadCollection","149","2203419508736","101285888","False",,,,"9584640","9584640",,,,,,"svchost","0","","True",,
"svchost","0","206","2203408666624","6201344","2596864","11872",,,,,,,,,,"Process",,,"8",,,,,"31940",".",,,,"11872","11872","2596864","2596864","99552","99552","3239936","3239936","11350016","11350016","2203422314496","104091648",,,"2596864","2596864",,"0",,"System.Diagnostics.ProcessThreadCollection","206","2203408666624","90443776","False",,,,"6201344","6201344",,,,,,"svchost","0","","True",,
"svchost","15","512","2203471593472","24907776","11866112","19672",,,,,,,,,,"Process",,,"8",,,,,"31944",".",,,,"19672","19672","11866112","11866112","230352","230352","12804096","12804096","36618240","36618240","2203487936512","169713664",,,"11866112","11866112",,"15",,"System.Diagnostics.ProcessThreadCollection","512","2203471593472","153370624","False",,,,"24907776","24907776",,,,,,"svchost","0","","True",,
"System","0","8280","4198400","20480","53248","272",,,,,,,,,,"Process",,,"8",,,,,"4",".",,,,"272","272","53248","53248","0","0","610304","610304","285966336","285966336","290144256","290144256",,,"53248","53248",,"0",,"System.Diagnostics.ProcessThreadCollection","8280","4198400","4198400","False",,,,"20480","20480",,,,,,"System","0","","True",,
"SystemSettings","14","1457","2207433609216","4911104","91684864","73064","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","""C:\Windows\ImmersiveControlPanel\SystemSettings.exe"" -ServerName:microsoft.windows.immersivecontrolpanel",,"Microsoft Corporation","2.109375","10.0.22621.4455 (WinBuild.160101.0800)","10.0.22621.4455","設定","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3976","8",,"False","2025/04/13 14:30:35",,"33396",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","73064","73064","91684864","91684864","1882544","1882544","186941440","186941440","246824960","246824960","2223712985088","-1080074240","True","Normal","91684864","91684864","15","14",,"System.Diagnostics.ProcessThreadCollection","1457","2207433609216","-179580928","False",,,,"4911104","4911104",,"System.Diagnostics.ProcessModule (SystemSettings.exe)","00:00:00.8125000","00:00:02.1093750","00:00:01.2968750","SystemSettings","1376400","設定","False",,
