"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","ProcessName","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"AggregatorHost","0","141","2203387445248","3092480","2056192","9240",,,,,,,,,,"Process",,,"8",,,,,"5356",".",,,,"9240","9240","2056192","2056192","75288","75288","2846720","2846720","9981952","9981952","2203406835712","88612864",,,"2056192","2056192",,"0",,"System.Diagnostics.ProcessThreadCollection","141","2203387445248","69222400","False",,,,"3092480","3092480",,,,,,"AggregatorHost","0","","True",,
"ApplicationFrameHost","14","427","2203599572992","13635584","11608064","23656","C:\Windows\system32\ApplicationFrameHost.exe","C:\Windows\system32\ApplicationFrameHost.exe -Embedding",,"Microsoft Corporation","1.734375","10.0.22621.3810 (WinBuild.160101.0800)","10.0.22621.3810","Application Frame Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2744","8",,"False","2025/02/28 17:16:35",,"25552",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23656","23656","11608064","11608064","427112","427112","13471744","13471744","39747584","39747584","2203615916032","297693184","True","Normal","11608064","11608064","15","14",,"System.Diagnostics.ProcessThreadCollection","427","2203599572992","281350144","False",,,,"13635584","13635584",,"System.Diagnostics.ProcessModule (ApplicationFrameHost.exe)","00:00:01.0312500","00:00:01.7343750","00:00:00.7031250","ApplicationFrameHost","787524","設定","True",,
"ApplicationFrameHost","15","363","2203557703680","12161024","6561792","19848",,,,,,,,,,"Process",,,"8",,,,,"26208",".",,,,"19848","19848","6561792","6561792","379752","379752","14352384","14352384","41660416","41660416","2203625533440","307310592",,,"6561792","6561792",,"15",,"System.Diagnostics.ProcessThreadCollection","363","2203557703680","239480832","False",,,,"12161024","12161024",,,,,,"ApplicationFrameHost","0","","True",,
"AppVShNotify","14","161","2203428335616","8257536","1961984","9160","C:\Program Files\Common Files\Microsoft Shared\ClickToRun\AppVShNotify.exe","""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\AppVShNotify.exe""",,"Microsoft Corporation","0","16.0.18623.20178","16.0.18623.20178","Microsoft Application Virtualization Client Shell Notifier","Microsoft Office","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3088","8",,"False","2025/04/13 11:50:27",,"16232",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9160","9160","1961984","1961984","153440","153440","2187264","2187264","9510912","9510912","2203437572096","119349248","True","Normal","1961984","1961984","15","14",,"System.Diagnostics.ProcessThreadCollection","161","2203428335616","110112768","False",,,,"8257536","8257536",,"System.Diagnostics.ProcessModule (AppVShNotify.exe)","00:00:00","00:00:00","00:00:00","AppVShNotify","0","","True",,
"audiodg","0","252","2203508146176","22716416","9469952","15760",,,,,"0.015625",,,,,"Process",,,"8",,,"2025/04/18 0:18:58",,"3324",".",,,,"15760","15760","9469952","9469952","199288","199288","43630592","43630592","47472640","47472640","2203512721408","194498560",,,"9469952","9469952",,"0",,"System.Diagnostics.ProcessThreadCollection","252","2203508146176","189923328","False",,,,"22716416","22716416",,,"00:00:00.0156250","00:00:00.0156250","00:00:00","audiodg","0","","True",,
"backgroundTaskHost","14","315","2480966885376","1699840","18702336","33152","C:\Windows\system32\backgroundTaskHost.exe","""C:\Windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppXfkd8mejksk4ancwf4vtyhmkvtzn1jcbs.mca",,"Microsoft Corporation","0.03125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Background Task Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3080","8",,"False","2025/04/13 22:25:56",,"676",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","33152","33152","18702336","18702336","407992","407992","18702336","18702336","52547584","52547584","2480966885376","-1524211712","True","Normal","18702336","18702336","15","14",,"System.Diagnostics.ProcessThreadCollection","315","2480966885376","-1524211712","False",,,,"1699840","1699840",,"System.Diagnostics.ProcessModule (backgroundTaskHost.exe)","00:00:00","00:00:00.0312500","00:00:00.0312500","backgroundTaskHost","0","","True",,
"backgroundTaskHost","14","317","2480966885376","1699840","18612224","33152","C:\Windows\system32\backgroundTaskHost.exe","""C:\Windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppXfkd8mejksk4ancwf4vtyhmkvtzn1jcbs.mca",,"Microsoft Corporation","0.078125","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Background Task Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3220","8",,"False","2025/04/13 22:55:56",,"3384",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","33152","33152","18612224","18612224","407992","407992","18612224","18612224","52518912","52518912","2480966885376","-1524211712","True","Normal","18612224","18612224","15","14",,"System.Diagnostics.ProcessThreadCollection","317","2480966885376","-1524211712","False",,,,"1699840","1699840",,"System.Diagnostics.ProcessModule (backgroundTaskHost.exe)","00:00:00.0312500","00:00:00.0781250","00:00:00.0468750","backgroundTaskHost","0","","True",,
"backgroundTaskHost","14","316","2480966885376","33275904","18595840","33152","C:\Windows\system32\backgroundTaskHost.exe","""C:\Windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppXfkd8mejksk4ancwf4vtyhmkvtzn1jcbs.mca",,"Microsoft Corporation","0.046875","10.0.22621.1 (WinBuild.160101.0800)","10.0.22621.1","Background Task Host","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3204","8",,"False","2025/04/18 0:14:26",,"27432",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","33152","33152","18595840","18595840","407992","407992","18595840","18595840","52408320","52408320","2480966950912","-1524146176","True","Normal","18595840","18595840","15","14",,"System.Diagnostics.ProcessThreadCollection","316","2480966885376","-1524211712","False",,,,"33275904","33275904",,"System.Diagnostics.ProcessModule (backgroundTaskHost.exe)","00:00:00","00:00:00.0468750","00:00:00.0468750","backgroundTaskHost","0","","True",,
"backgroundTaskHost","15","315","2480966660096","1675264","18563072","33424",,,,,,,,,,"Process",,,"8",,,,,"29800",".",,,,"33424","33424","18563072","18563072","409280","409280","18563072","18563072","52514816","52514816","2480966660096","-1524436992",,,"18563072","18563072",,"15",,"System.Diagnostics.ProcessThreadCollection","315","2480966660096","-1524436992","False",,,,"1675264","1675264",,,,,,"backgroundTaskHost","0","","True",,
"chrome","14","384","2272279212032","8327168","2441216","10736","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\makon\AppData\Local\Google\Chrome\User Data"" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\makon\AppData\Local\Google\Chrome\User Data\Crashpad"" ""--metrics-dir=C:\Users\makon\AppData\Local\Google\Chrome\User Data"" --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=plat=Win64 --annotation=prod=Chrome --annotation=ver=135.0.7049.85 --initial-client-data=0x174,0x178,0x17c,0x150,0x180,0x7ffd95e90ca8,0x7ffd95e90cb4,0x7ffd95e90cc0","System.Diagnostics.Process (chrome)","Google LLC","0.140625","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3280","8",,"False","2025/04/13 14:04:48",,"1888",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10736","10736","2441216","2441216","152736","152736","2510848","2510848","8933376","8933376","2272312766464","275066880","True","Normal","2441216","2441216","15","14",,"System.Diagnostics.ProcessThreadCollection","384","2272279212032","241512448","False",,,,"8327168","8327168",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.0781250","00:00:00.1406250","00:00:00.0625000","chrome","0","","True",,
"chrome","14","318","3762480676864","64921600","27385856","23600","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=562 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868106127598 --metrics-shmem-handle=12920,i,9241027527279408468,8569321626330588487,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=8812 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","0.28125","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3388","4",,"False","2025/04/18 0:10:53",,"2040",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","23600","23600","27385856","27385856","684992","684992","28405760","28405760","66621440","66621440","3762497454080","106102784","True","Idle","27385856","27385856","15","14",,"System.Diagnostics.ProcessThreadCollection","318","3762480676864","89325568","False",,,,"64921600","64921600",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.0156250","00:00:00.2812500","00:00:00.2656250","chrome","0","","True",,
"chrome","14","3030","2307856834560","231333888","173035520","114464","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --restart",,"Google LLC","177.5","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3372","8",,"False","2025/04/13 14:04:48",,"2276",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","114464","114464","173035520","173035520","1609360","1609360","212168704","212168704","325763072","325763072","2308200030208","1802592256","True","Normal","173035520","173035520","15","14",,"System.Diagnostics.ProcessThreadCollection","3030","2307856834560","1459396608","False",,,,"231333888","231333888",,"System.Diagnostics.ProcessModule (chrome.exe)","00:01:10.7343750","00:02:57.5000000","00:01:46.7656250","chrome","4916834","Export-Csv (Microsoft.PowerShell.Utility) - PowerShell | Microsoft Learn - Google Chrome","True",,
"chrome","14","419","3762590883840","157446144","90017792","32104","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=603 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868635301772 --metrics-shmem-handle=7832,i,14571793865606973702,1995642988120594045,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=12200 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","2.25","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3436","4",,"False","2025/04/18 0:19:42",,"4064",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","32104","32104","90017792","90017792","869520","869520","117264384","117264384","178106368","178106368","3762605887488","214536192","True","Idle","90017792","90017792","15","14",,"System.Diagnostics.ProcessThreadCollection","419","3762590883840","199532544","False",,,,"157446144","157446144",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.9531250","00:00:02.2500000","00:00:01.2968750","chrome","0","","True",,
"chrome","14","322","3762542411776","110931968","50872320","26592","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=569 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868184671720 --metrics-shmem-handle=5092,i,9979214308489372360,8231474294680773925,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=6556 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","0.53125","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3480","4",,"False","2025/04/18 0:12:12",,"9884",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26592","26592","50872320","50872320","750272","750272","76591104","76591104","133505024","133505024","3762830712832","439361536","True","Idle","50872320","50872320","15","14",,"System.Diagnostics.ProcessThreadCollection","322","3762542411776","151060480","False",,,,"110931968","110931968",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.1562500","00:00:00.5312500","00:00:00.3750000","chrome","0","","True",,
"chrome","14","342","3762533408768","83120128","32153600","24552","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=559 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868105466150 --metrics-shmem-handle=5516,i,11058450165201963024,7951717945826401717,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=14956 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","0.59375","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3456","4",,"False","2025/04/18 0:10:52",,"10968",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","24552","24552","32153600","32153600","773648","773648","36569088","36569088","86159360","86159360","3764224393216","1833041920","True","Idle","32153600","32153600","15","14",,"System.Diagnostics.ProcessThreadCollection","342","3762533408768","142057472","False",,,,"83120128","83120128",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.1093750","00:00:00.5937500","00:00:00.4843750","chrome","0","","True",,
"chrome","14","398","3764388433920","141201408","119336960","33848","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=514 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14867401913766 --metrics-shmem-handle=11948,i,14950693394376491987,8923550891441925063,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=11312 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","8.796875","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3556","4",,"False","2025/04/17 23:59:09",,"11352",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","33848","33848","119336960","119336960","960200","960200","246353920","246353920","304377856","304377856","3764416946176","2025594880","True","Idle","119336960","119336960","15","14",,"System.Diagnostics.ProcessThreadCollection","398","3764388433920","1997082624","False",,,,"141201408","141201408",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:03.7968750","00:00:08.7968750","00:00:05","chrome","0","","True",,
"chrome","14","226","2341354037248","81027072","63389696","15904","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=media.mojom.CdmServiceBroker --lang=ja --service-sandbox-type=cdm --no-pre-read-main-dll --metrics-shmem-handle=12344,i,10357020923465121621,6577632295511718899,524288 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=3580 /prefetch:14","System.Diagnostics.Process (chrome)","Google LLC","1.859375","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3460","8",,"False","2025/04/18 0:10:54",,"11648",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15904","15904","63389696","63389696","858536","858536","68161536","68161536","81350656","81350656","2341585100800","827924480","True","Normal","63389696","63389696","15","14",,"System.Diagnostics.ProcessThreadCollection","226","2341354037248","596860928","False",,,,"81027072","81027072",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.5937500","00:00:01.8593750","00:00:01.2656250","chrome","0","","True",,
"chrome","14","583","3762488336384","72740864","44429312","29584","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=475 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14866485476335 --metrics-shmem-handle=2980,i,6071019296080550098,7067683290567326019,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=8116 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","1.1875","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3432","4",,"False","2025/04/17 23:43:52",,"11680",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","29584","29584","44429312","44429312","665136","665136","50331648","50331648","84025344","84025344","3764243771392","1852420096","True","Idle","44429312","44429312","15","14",,"System.Diagnostics.ProcessThreadCollection","583","3762488336384","96985088","False",,,,"72740864","72740864",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.1093750","00:00:01.1875000","00:00:01.0781250","chrome","0","","True",,
"chrome","14","518","3762517889024","88809472","41955328","26320","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=563 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868106368723 --metrics-shmem-handle=14132,i,6383601506480470917,8150509326632334715,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=6652 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","0.765625","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3636","4",,"False","2025/04/18 0:10:53",,"12392",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26320","26320","41955328","41955328","763816","763816","48680960","48680960","92753920","92753920","3762534666240","143314944","True","Idle","41955328","41955328","15","14",,"System.Diagnostics.ProcessThreadCollection","518","3762517889024","126537728","False",,,,"88809472","88809472",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.1250000","00:00:00.7656250","00:00:00.6406250","chrome","0","","True",,
"chrome","14","343","3762562985984","125239296","79847424","26184","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=552 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868087234734 --metrics-shmem-handle=14208,i,5306143407710551722,1131592640383399967,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=9000 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","1.4375","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3676","4",,"False","2025/04/18 0:10:34",,"13596",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26184","26184","79847424","79847424","827320","827320","183681024","183681024","218935296","218935296","3762579763200","188411904","True","Idle","79847424","79847424","15","14",,"System.Diagnostics.ProcessThreadCollection","343","3762562985984","171634688","False",,,,"125239296","125239296",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.2500000","00:00:01.4375000","00:00:01.1875000","chrome","0","","True",,
"chrome","14","519","2307007373312","14999552","13672448","22896","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=ja --service-sandbox-type=none --no-pre-read-main-dll --metrics-shmem-handle=8628,i,13164151209524657375,7721088577139071933,524288 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=8668 /prefetch:14","System.Diagnostics.Process (chrome)","Google LLC","0.40625","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3728","8",,"False","2025/04/13 14:04:57",,"16412",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22896","22896","13672448","13672448","827944","827944","14422016","14422016","37285888","37285888","2307141619712","744181760","True","Normal","13672448","13672448","15","14",,"System.Diagnostics.ProcessThreadCollection","519","2307007373312","609935360","False",,,,"14999552","14999552",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.2187500","00:00:00.4062500","00:00:00.1875000","chrome","0","","True",,
"chrome","14","378","3764304117760","129019904","67137536","32216","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=594 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14868525456891 --metrics-shmem-handle=14084,i,5725174859121671174,7349594962382212790,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=15260 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","0.828125","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3724","4",,"False","2025/04/18 0:17:52",,"16460",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","32216","32216","67137536","67137536","824192","824192","82374656","82374656","134574080","134574080","3764305305600","1913954304","True","Idle","67137536","67137536","15","14",,"System.Diagnostics.ProcessThreadCollection","378","3764304117760","1912766464","False",,,,"129019904","129019904",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00.1875000","00:00:00.8281250","00:00:00.6406250","chrome","0","","True",,
"chrome","14","526","2307080302592","50499584","35270656","45056","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ja --service-sandbox-type=none --no-pre-read-main-dll --metrics-shmem-handle=2152,i,7052640519560472960,10965006055281240547,524288 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=2160 /prefetch:11","System.Diagnostics.Process (chrome)","Google LLC","120.453125","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3168","8",,"False","2025/04/13 14:04:48",,"16580",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","45056","45056","35270656","35270656","740800","740800","51568640","51568640","94367744","94367744","2307297521664","900083712","True","Normal","35270656","35270656","15","14",,"System.Diagnostics.ProcessThreadCollection","526","2307080302592","682864640","False",,,,"50499584","50499584",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:42.1718750","00:02:00.4531250","00:01:18.2812500","chrome","0","","True",,
"chrome","14","480","3762697277440","400105472","702468096","41064","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --no-pre-read-main-dll --video-capture-use-gpu-memory-buffer --lang=ja --device-scale-factor=1 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=188 --time-ticks-at-unix-epoch=-1730034557904174 --launch-time-ticks=14512621754544 --metrics-shmem-handle=13068,i,15171677414875495944,8632815212462129265,2097152 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=9948 /prefetch:1","System.Diagnostics.Process (chrome)","Google LLC","1876.09375","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3264","4",,"False","2025/04/13 21:26:17",,"17564",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","41064","41064","702468096","702468096","1007688","1007688","1023479808","1023479808","1027887104","1027887104","3766255296512","-431022080","True","Idle","702468096","702468096","15","14",,"System.Diagnostics.ProcessThreadCollection","480","3762697277440","305926144","False",,,,"400105472","400105472",,"System.Diagnostics.ProcessModule (chrome.exe)","00:20:01.7968750","00:31:16.0937500","00:11:14.2968750","chrome","0","","True",,
"chrome","14","179","2341244157952","16490496","7733248","13864","C:\Program Files\Google\Chrome\Application\chrome.exe","""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=ja --service-sandbox-type=service --no-pre-read-main-dll --metrics-shmem-handle=7628,i,17119165820692590248,12423970217576604761,524288 --field-trial-handle=1932,i,3814939213212876603,17685116173068123667,262144 --variations-seed-version=20250411-130057.255000 --mojo-platform-channel-handle=12148 /prefetch:14","System.Diagnostics.Process (chrome)","Google LLC","0.046875","135.0.7049.85","135.0.7049.85","Google Chrome","Google Chrome","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3356","8",,"False","2025/04/18 0:15:00",,"18060",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13864","13864","7733248","7733248","668816","668816","7798784","7798784","16535552","16535552","2341260935168","503758848","True","Normal","7733248","7733248","15","14",,"System.Diagnostics.ProcessThreadCollection","179","2341244157952","486981632","False",,,,"16490496","16490496",,"System.Diagnostics.ProcessModule (chrome.exe)","00:00:00","00:00:00.0468750","00:00:00.0468750","chrome","0","","True",,
